compartment_id,week,humidity,ammonia,temperature,light,ventilation_rate,status
0,0,50.1,2.1,37.7,9.1,0.37,0
2,2,56.3,0.6,27.5,19.4,1.86,1
1,0,71.2,2.5,36.7,10.1,0.98,0
1,0,74.7,2.6,35.3,8.6,1.41,1
1,0,72.1,5.6,37.0,3.3,1.73,0
2,1,45.4,13.7,30.0,22.5,1.24,1
2,3,44.2,2.7,31.6,27.1,0.05,1
2,5,53.4,2.4,23.3,12.3,2.9,0
0,0,60.4,4.1,36.9,3.6,0.23,1
1,0,67.2,2.7,39.3,7.2,0.72,2
2,2,26.3,7.4,30.7,21.8,3.03,2
0,0,54.0,0.8,33.3,2.2,0.37,2
2,6,61.1,1.2,20.6,20.6,1.54,0
2,3,70.1,4.9,26.0,10.1,1.6,1
0,0,53.2,2.4,36.1,5.7,0.41,1
2,1,54.3,6.2,33.4,34.0,2.34,0
0,0,57.3,0.0,37.4,4.4,0.36,0
2,4,83.2,16.2,24.0,24.9,1.56,1
2,2,42.6,2.7,30.9,6.4,2.69,0
1,0,66.5,2.3,37.3,12.5,0.67,0
1,0,74.5,3.2,36.5,0.8,0.43,1
1,0,67.5,1.6,36.4,11.2,1.43,0
0,0,44.5,1.7,37.0,3.5,0.38,1
1,0,71.5,2.3,36.7,11.5,0.8,0
0,0,66.6,0.1,39.1,1.4,0.1,1
1,0,70.5,1.7,37.4,14.4,1.22,0
1,0,63.2,0.7,36.8,14.7,0.98,0
0,0,43.0,1.2,36.0,6.7,0.53,1
1,0,76.0,6.2,36.2,0.5,1.01,0
2,4,56.3,4.7,27.3,33.5,1.74,0
1,0,60.4,2.1,37.5,3.1,1.21,1
0,0,47.5,2.1,38.4,2.2,0.47,1
0,0,44.9,4.4,37.5,3.5,0.14,1
2,1,73.4,12.0,32.4,21.7,2.83,1
1,0,65.8,3.1,36.8,2.5,1.13,0
0,0,45.0,0.5,38.3,7.3,0.67,1
0,0,51.4,0.5,40.7,9.0,0.57,2
2,6,43.6,0.7,25.3,20.8,2.21,1
0,0,54.2,1.4,36.5,1.7,0.36,1
1,0,59.7,9.0,37.1,0.4,1.28,1
1,0,63.4,0.1,39.0,12.2,0.38,2
2,3,41.6,7.9,29.1,9.5,2.86,0
1,0,61.6,1.0,34.7,10.0,0.49,2
2,5,63.7,5.3,29.0,21.3,1.56,2
2,5,53.0,7.7,22.8,18.3,2.43,0
2,5,45.5,3.0,20.2,24.9,1.79,1
2,2,48.6,4.5,28.8,29.5,2.06,0
2,5,56.3,4.8,27.1,27.6,2.13,1
0,0,46.1,2.0,39.0,2.6,0.19,1
0,0,52.3,2.8,37.9,5.0,0.54,0
0,0,49.6,0.7,35.8,4.8,0.49,1
1,0,70.9,8.1,36.5,12.5,1.32,1
2,6,67.3,3.3,17.8,14.3,2.04,1
0,0,67.6,0.0,37.1,8.7,0.34,1
2,3,50.3,4.6,25.5,19.9,3.34,1
0,0,56.0,0.5,36.4,2.7,0.51,1
0,0,45.3,2.0,38.3,8.3,0.48,1
2,6,56.9,1.6,21.2,11.7,2.79,0
0,0,55.8,0.8,38.9,2.4,0.37,1
2,2,69.7,7.0,23.7,21.4,0.74,2
0,0,49.4,1.2,35.5,8.4,0.32,1
0,0,48.8,1.3,36.1,3.9,0.58,1
0,0,56.1,1.4,37.9,7.5,0.34,0
0,0,57.9,3.0,38.2,9.5,0.24,0
1,0,70.0,3.0,38.2,3.8,1.17,1
1,0,78.8,0.1,39.2,9.5,1.1,2
2,1,36.4,3.3,30.6,30.0,2.76,1
1,0,74.8,0.6,35.7,11.2,0.25,1
1,0,68.5,5.3,39.6,5.6,1.33,2
2,1,26.2,2.0,36.5,29.7,1.82,2
0,0,58.3,5.6,38.1,1.2,0.54,1
1,0,65.3,9.8,35.3,12.6,1.36,1
2,6,70.1,2.8,22.3,31.6,1.92,1
0,0,61.0,8.9,39.0,4.4,0.18,2
0,0,49.9,1.1,37.8,6.8,0.15,1
1,0,71.7,2.7,36.4,9.0,1.14,0
1,0,71.0,14.7,37.9,0.7,0.58,2
1,0,71.1,0.9,36.1,4.8,1.69,0
1,0,76.6,6.7,37.0,12.1,0.97,0
2,5,57.4,10.4,23.2,30.3,1.84,0
0,0,53.0,0.8,34.8,6.4,0.5,2
2,5,59.1,17.2,24.6,20.8,3.2,1
1,0,75.2,1.4,36.8,4.0,1.51,0
2,5,33.7,1.5,29.7,23.6,2.0,2
0,0,56.3,0.4,39.4,8.8,0.15,1
2,3,65.9,0.8,28.9,6.0,1.19,0
2,6,62.8,3.3,23.9,5.2,1.72,1
0,0,52.3,0.7,37.5,4.5,0.28,0
2,5,45.4,1.2,24.7,24.2,1.9,0
0,0,51.9,6.8,36.8,5.4,0.18,1
1,0,71.6,0.9,37.6,10.0,1.06,1
0,0,54.9,11.4,36.6,3.8,0.28,2
1,0,64.9,1.4,37.4,9.9,1.17,0
0,0,53.3,2.1,36.5,6.7,0.55,1
0,0,44.4,0.2,38.1,3.9,0.54,1
0,0,63.3,4.6,39.0,6.5,0.38,1
2,6,53.8,2.8,24.4,32.7,2.6,1
0,0,53.2,1.8,36.5,4.6,0.35,1
0,0,59.3,0.9,35.8,4.0,0.35,1
0,0,62.3,0.6,38.9,4.3,0.79,1
2,3,44.6,0.3,25.9,8.7,2.58,1
2,3,49.2,7.6,29.5,19.4,0.82,0
0,0,42.0,0.7,37.6,9.4,0.38,1
1,0,60.8,5.2,37.8,6.8,0.38,1
1,0,61.7,2.1,34.4,1.9,1.73,2
2,5,25.4,2.2,24.5,26.9,1.36,2
2,2,60.7,2.1,33.3,31.0,2.26,1
2,4,54.5,4.4,23.3,17.3,0.49,1
0,0,55.4,1.3,38.5,2.9,0.36,1
0,0,49.1,1.1,37.2,0.1,0.13,1
2,1,35.9,16.4,36.1,5.5,0.82,1
0,0,68.1,5.5,37.1,1.0,0.05,2
1,0,80.1,11.6,35.9,7.2,1.44,1
2,3,49.4,15.1,29.0,26.2,0.05,1
0,0,40.6,1.3,35.7,3.2,0.49,1
2,4,53.9,2.8,28.1,29.3,1.83,1
2,3,65.5,4.5,31.8,25.4,3.09,1
1,0,82.4,5.0,37.5,2.7,0.63,1
2,3,37.8,0.9,31.3,23.9,1.27,1
2,6,43.2,3.5,24.5,34.9,1.89,1
2,2,62.1,1.3,27.1,32.1,2.5,1
1,0,65.8,9.0,38.1,7.9,1.05,1
1,0,64.6,3.5,37.8,3.9,1.31,1
2,2,52.7,2.4,35.4,5.6,1.9,1
1,0,70.4,10.2,35.3,11.4,1.32,1
2,5,63.0,2.0,26.5,18.2,1.18,1
1,0,66.6,1.4,37.9,9.9,1.14,1
0,0,46.5,0.3,36.5,2.7,0.12,1
2,4,42.5,10.6,28.9,14.1,1.83,1
0,0,54.9,0.1,36.5,6.7,0.22,1
0,0,57.3,2.8,36.0,7.7,0.81,1
1,0,63.8,1.1,36.2,5.0,1.23,0
1,0,66.7,2.1,35.1,12.4,1.05,1
1,0,71.1,1.9,34.9,11.9,0.79,1
0,0,53.6,0.8,37.4,8.6,0.38,0
0,0,57.8,5.5,37.4,1.0,0.34,1
0,0,49.0,0.1,37.9,8.7,0.54,0
0,0,45.3,2.6,38.2,3.3,0.25,1
2,4,50.9,3.2,25.8,18.5,0.61,1
1,0,67.6,1.6,39.1,4.2,1.06,2
1,0,82.5,1.8,38.5,7.3,0.71,1
0,0,56.5,1.5,37.0,5.3,0.41,0
2,6,68.2,7.1,20.5,34.3,2.73,1
1,0,68.2,3.5,36.9,12.2,0.53,0
1,0,79.6,12.4,36.1,13.7,0.97,2
1,0,80.3,0.5,37.4,11.8,1.35,1
1,0,82.1,1.3,35.6,11.0,0.77,1
0,0,52.7,0.3,36.9,2.6,0.33,0
0,0,56.5,3.8,37.1,6.1,0.33,0
1,0,68.9,13.3,37.2,8.1,0.78,2
1,0,77.0,2.1,36.5,0.5,1.62,0
1,0,73.4,1.5,37.3,3.8,0.92,0
2,2,44.7,3.9,32.3,17.1,1.83,0
0,0,63.7,0.6,36.3,2.4,0.59,1
2,4,51.5,0.5,24.7,31.0,1.46,0
0,0,42.9,1.0,36.1,3.3,0.37,1
2,4,45.8,1.0,27.0,11.9,3.0,0
0,0,57.3,0.2,36.6,1.9,0.05,2
2,1,62.2,8.7,32.5,12.7,1.32,0
2,5,58.5,3.7,22.0,8.2,2.4,0
2,2,47.0,3.3,29.1,10.0,2.3,0
2,6,58.4,3.1,21.2,8.3,0.44,1
0,0,57.6,2.5,38.6,1.5,0.55,1
1,0,57.8,4.4,38.2,3.2,0.68,1
0,0,49.7,3.9,37.4,8.0,0.17,0
0,0,51.4,1.0,38.3,2.1,0.31,0
1,0,65.1,0.1,37.5,12.3,1.46,0
2,4,45.9,0.6,21.1,22.7,1.76,1
0,0,56.1,0.1,36.3,1.4,0.11,1
0,0,56.8,0.3,38.0,9.0,0.46,0
1,0,64.4,14.0,36.8,10.4,1.2,2
2,5,52.3,14.1,24.8,28.6,2.05,1
0,0,53.6,0.3,35.6,5.9,0.5,1
2,2,52.8,0.7,32.6,10.2,2.52,0
2,3,30.6,9.9,29.9,11.3,2.97,2
0,0,52.2,3.4,38.7,6.2,0.57,1
1,0,62.7,2.0,37.0,4.3,0.83,0
0,0,57.1,2.0,36.3,1.8,0.45,1
2,2,49.4,14.2,37.0,6.5,2.13,2
1,0,75.4,2.5,38.2,7.9,0.89,1
0,0,54.7,0.7,37.2,4.5,0.67,0
1,0,65.0,2.6,36.9,10.3,0.97,0
0,0,63.9,1.2,38.1,1.7,0.43,1
2,2,65.3,0.6,26.2,29.9,0.61,1
2,4,67.3,2.8,29.5,19.1,0.51,1
0,0,58.4,2.2,38.7,5.4,0.35,1
2,5,35.5,3.8,23.6,18.5,1.13,0
2,4,44.0,11.0,25.4,16.3,1.6,0
1,0,71.7,2.2,37.7,11.7,1.32,1
0,0,47.7,0.6,36.2,5.9,0.27,1
0,0,41.8,0.1,37.1,6.4,0.05,2
0,0,53.4,0.8,36.8,5.9,0.22,0
0,0,54.4,0.3,38.8,7.9,0.2,1
2,3,62.8,1.2,29.2,24.3,1.93,0
2,1,45.4,9.3,35.0,27.8,3.74,0
0,0,50.2,1.8,38.1,2.9,0.05,2
1,0,73.4,4.5,37.1,7.8,0.82,0
0,0,59.6,0.2,38.0,5.1,0.51,1
1,0,70.5,11.3,36.9,13.0,0.66,1
0,0,54.1,2.3,36.0,9.3,0.56,1
1,0,65.1,0.0,37.4,8.9,0.92,0
0,0,52.1,4.9,38.1,0.5,0.55,1
0,0,52.0,1.5,38.9,4.2,0.3,1
1,0,83.4,3.0,35.4,5.9,0.96,1
0,0,54.7,0.0,38.4,5.6,0.39,1
2,4,67.6,7.1,30.2,25.2,1.94,1
1,0,77.4,1.6,37.1,12.2,1.15,0
0,0,54.8,1.3,38.0,4.1,0.21,0
2,2,60.8,14.1,34.8,10.1,2.23,1
2,3,64.9,18.4,30.4,18.4,2.07,1
0,0,57.2,0.5,37.4,2.0,0.17,0
0,0,46.3,0.4,36.1,3.1,0.21,1
2,1,58.6,12.0,31.9,28.9,0.47,1
2,6,64.8,10.8,22.1,21.3,1.84,0
0,0,48.8,1.3,37.3,0.0,0.68,0
1,0,68.8,2.1,36.8,10.3,0.58,0
0,0,52.7,1.2,36.0,3.3,0.69,1
2,6,57.9,11.4,15.5,20.3,1.96,2
1,0,60.6,7.5,36.8,0.3,0.47,1
1,0,76.8,4.5,37.7,3.3,0.6,1
0,0,53.2,4.2,38.0,5.6,0.35,1
2,2,51.6,2.6,32.6,13.0,2.98,1
0,0,52.7,6.6,35.2,5.9,0.7,2
2,2,60.3,3.7,27.4,18.5,0.85,1
2,2,37.2,0.3,24.7,19.9,3.59,2
1,0,73.4,0.1,39.0,1.0,0.64,2
1,0,62.1,1.0,36.8,0.9,0.7,0
0,0,44.9,0.0,37.0,8.1,0.37,1
2,1,33.8,3.0,35.8,7.6,1.49,2
1,0,61.3,0.0,36.1,7.8,1.29,1
0,0,51.8,6.1,36.8,4.2,0.05,2
1,0,62.2,1.2,36.1,7.6,0.74,0
2,6,51.5,13.1,21.5,13.7,1.34,0
1,0,78.1,5.2,39.0,14.1,1.37,2
2,1,62.7,8.6,29.7,17.7,2.29,1
0,0,52.7,0.2,37.0,0.9,0.39,0
0,0,49.5,0.8,36.5,2.3,0.62,1
0,0,44.3,0.7,38.2,1.7,0.44,1
2,6,61.5,3.2,19.8,11.3,1.68,0
0,0,48.7,0.7,37.5,5.9,0.5,0
0,0,55.0,1.3,37.1,1.7,0.18,0
1,0,70.3,4.9,35.7,5.1,0.81,1
0,0,47.9,1.0,38.4,1.4,0.26,1
0,0,41.7,0.0,38.5,1.2,0.05,2
2,5,45.6,26.7,22.4,20.3,0.83,2
1,0,44.1,0.7,38.4,11.5,1.03,2
1,0,69.9,4.6,37.1,12.6,1.51,0
1,0,68.2,2.1,36.2,12.7,0.89,0
1,0,76.1,0.4,35.0,11.4,0.85,1
2,5,37.5,27.5,17.6,26.1,2.75,2
1,0,60.7,1.6,38.0,5.9,0.71,1
2,6,63.3,0.3,17.2,20.1,2.01,1
0,0,57.5,1.1,38.2,3.0,0.31,0
1,0,71.4,2.3,36.8,0.7,1.19,0
0,0,76.9,0.4,37.0,9.2,0.37,2
0,0,53.8,2.4,37.5,5.1,0.21,0
1,0,73.8,7.0,37.4,10.9,0.84,0
0,0,60.1,3.2,38.1,2.2,0.63,1
1,0,59.6,1.0,35.4,8.8,0.83,1
1,0,55.4,0.0,36.7,0.9,1.24,1
0,0,50.9,0.8,36.7,8.3,0.35,0
2,4,50.0,6.9,27.0,7.3,1.33,0
2,4,52.2,12.1,27.9,27.7,3.29,1
1,0,65.2,0.6,38.4,6.4,1.12,1
2,6,57.8,29.4,20.3,23.1,1.58,2
0,0,53.8,4.4,37.9,1.6,0.26,1
0,0,59.9,0.3,37.0,4.2,0.24,1
1,0,81.2,0.4,37.2,13.4,1.43,1
0,0,39.5,1.2,37.0,8.6,0.31,2
2,3,60.5,2.6,29.5,29.7,0.78,1
1,0,75.4,1.6,34.5,9.7,1.11,2
2,6,56.7,4.8,24.2,5.3,0.62,1
0,0,57.2,1.9,38.3,1.9,0.64,0
0,0,42.3,0.8,34.9,1.7,0.66,2
1,0,80.3,1.2,35.6,11.4,0.91,1
2,4,43.8,22.9,30.3,29.5,3.18,2
0,0,48.7,2.8,40.0,5.6,0.19,2
0,0,53.4,3.2,37.8,4.4,0.52,0
1,0,87.4,2.1,38.4,2.4,1.11,2
1,0,84.3,9.8,36.2,1.4,0.81,1
1,0,67.9,1.3,36.9,13.1,0.32,1
1,0,70.2,6.6,36.6,5.5,1.38,0
0,0,42.1,0.1,37.9,5.2,0.62,1
1,0,64.1,0.6,34.6,4.7,1.24,2
1,0,58.5,4.4,34.6,7.3,0.05,2
1,0,79.4,3.2,37.6,0.6,1.02,1
1,0,68.8,5.0,37.4,4.4,1.22,0
2,4,45.9,13.9,26.1,13.3,2.45,0
2,3,73.4,5.8,26.8,16.1,2.66,1
2,1,47.8,5.1,35.1,14.9,1.12,1
0,0,50.1,2.5,39.5,8.5,0.27,1
0,0,66.3,1.8,37.4,8.7,0.33,1
0,0,39.8,3.9,38.9,3.2,0.21,2
1,0,68.0,1.2,37.3,10.6,0.05,2
2,3,49.7,6.6,28.6,17.1,2.58,0
2,2,38.8,17.0,36.8,33.8,0.46,2
1,0,73.5,3.7,36.7,10.6,1.05,0
1,0,72.0,4.3,38.8,4.8,1.52,2
0,0,51.8,1.9,38.2,6.0,0.13,1
1,0,58.6,3.1,39.0,8.2,0.42,2
1,0,62.2,0.7,36.8,1.9,1.06,0
0,0,55.4,0.3,38.3,9.3,0.05,2
1,0,69.2,6.9,37.3,12.8,0.81,0
0,0,50.0,0.1,36.6,7.7,0.05,2
0,0,48.5,0.7,36.5,8.0,0.33,1
0,0,49.8,0.5,37.5,6.7,0.27,0
0,0,59.6,0.0,38.7,9.5,0.44,1
2,4,40.7,5.6,27.0,17.4,2.1,0
2,4,84.4,21.6,24.0,7.3,3.59,1
2,3,65.0,22.8,28.2,6.9,2.14,2
2,3,55.9,15.0,30.8,8.8,2.15,1
0,0,59.0,1.5,36.5,5.0,0.24,1
2,6,50.9,1.0,16.1,8.0,1.38,1
2,2,49.5,7.8,32.8,15.2,2.32,1
2,5,54.5,14.7,22.7,20.4,1.68,1
2,4,47.8,6.1,24.2,30.0,1.35,0
2,4,48.1,11.3,27.7,15.7,2.66,0
2,3,43.0,11.6,26.0,28.6,1.58,1
0,0,54.6,0.6,37.4,6.8,0.2,0
1,0,63.5,1.4,37.7,8.1,1.44,1
2,4,45.7,22.9,25.3,26.6,2.56,2
1,0,78.6,13.9,38.6,7.0,1.18,2
0,0,53.6,5.8,38.2,8.8,0.3,1
2,5,55.2,11.0,22.0,9.2,2.97,0
1,0,69.9,2.0,38.1,4.0,1.46,1
0,0,59.0,0.3,36.4,8.1,0.05,2
0,0,56.3,0.7,37.3,6.2,0.41,0
2,3,51.0,18.8,28.2,15.2,2.29,1
2,1,49.4,3.9,38.2,11.3,2.17,2
1,0,62.7,4.7,36.9,13.3,1.46,0
0,0,59.3,4.8,37.9,1.1,0.52,1
0,0,60.3,1.8,37.1,5.9,0.14,1
1,0,75.8,2.9,37.3,12.5,0.54,0
2,2,71.7,12.5,29.6,22.4,2.11,1
2,2,52.8,9.5,30.3,17.3,1.7,0
0,0,58.6,0.1,38.3,8.8,0.65,1
2,5,33.8,23.8,30.3,35.0,2.63,2
1,0,76.8,3.1,35.7,1.9,0.73,1
2,3,67.4,6.6,24.8,14.0,1.74,1
1,0,68.2,3.6,35.4,1.3,0.96,1
1,0,75.5,0.5,38.2,7.0,1.06,1
1,0,82.4,10.3,36.0,8.2,1.98,1
2,1,56.1,2.6,31.0,32.7,3.08,1
1,0,62.6,5.2,35.3,3.4,0.63,1
1,0,61.8,1.9,36.6,10.7,1.01,1
1,0,71.9,1.3,36.6,6.6,1.07,0
0,0,43.2,5.1,36.7,6.6,0.61,1
0,0,39.1,1.5,36.2,2.6,0.05,2
1,0,71.4,2.5,34.1,10.3,0.92,2
1,0,82.1,2.0,37.2,1.2,1.39,1
1,0,59.4,6.5,37.8,13.5,1.01,1
2,5,59.3,6.8,16.6,22.5,1.71,2
1,0,69.4,1.0,37.5,7.7,1.14,0
0,0,48.3,0.2,39.5,6.1,0.05,2
1,0,70.9,12.7,36.0,2.1,1.32,2
0,0,52.1,3.2,36.8,5.3,0.08,1
1,0,58.2,13.5,36.7,12.5,0.69,2
0,0,60.1,1.4,35.8,4.4,0.27,1
0,0,64.5,0.2,38.7,0.7,0.21,1
1,0,64.8,0.6,35.7,0.5,0.89,1
1,0,78.9,1.5,35.6,14.0,1.26,1
1,0,80.4,8.5,35.3,12.6,1.01,1
0,0,66.4,1.2,37.9,3.4,0.52,1
0,0,50.5,0.3,37.8,0.6,0.59,0
2,4,41.5,10.1,21.2,27.3,2.29,1
0,0,48.0,1.8,35.4,4.6,0.32,2
0,0,53.2,3.4,36.2,4.0,0.2,1
1,0,80.4,1.0,35.1,7.4,1.04,1
0,0,56.9,1.7,38.3,2.1,0.53,0
0,0,55.8,3.2,38.8,1.9,0.38,1
0,0,40.5,6.2,37.2,3.9,0.62,1
1,0,62.1,9.8,37.1,4.1,1.36,1
0,0,52.7,1.7,37.0,5.0,0.19,0
1,0,68.0,7.2,36.3,14.8,0.59,1
0,0,46.7,0.4,36.7,2.5,0.37,1
1,0,75.5,10.0,35.0,14.0,0.91,1
1,0,72.8,1.2,34.9,0.6,1.38,1
0,0,64.2,1.2,36.5,5.8,0.05,2
1,0,80.8,0.7,35.8,6.0,1.21,1
1,0,65.2,1.6,36.9,10.8,1.88,0
0,0,56.8,1.3,37.4,2.6,0.41,0
2,2,46.5,18.4,28.3,20.7,2.52,1
2,3,49.7,1.8,24.3,20.2,2.5,1
1,0,55.6,3.2,37.1,2.8,0.76,1
0,0,66.0,0.4,36.3,4.8,0.39,1
1,0,70.4,6.0,36.0,3.9,0.61,0
0,0,49.3,0.3,36.8,1.4,0.31,0
1,0,68.2,5.2,38.8,7.7,1.42,1
0,0,43.1,0.0,38.7,0.3,0.44,1
2,2,70.9,8.2,33.2,32.9,1.06,1
0,0,61.7,3.8,35.9,5.8,0.46,1
2,1,52.0,8.0,33.5,27.8,2.27,0
2,3,53.9,2.5,32.1,10.6,2.29,1
1,0,71.2,2.0,39.2,9.2,1.0,2
0,0,52.3,0.3,36.8,6.6,0.29,0
0,0,50.6,0.8,37.6,5.1,0.35,0
1,0,67.2,1.1,35.8,11.6,0.99,1
0,0,62.9,3.4,38.1,6.3,0.41,1
1,0,70.6,7.0,35.6,3.8,1.28,1
2,2,38.1,8.1,35.5,27.5,0.96,1
1,0,69.9,15.6,37.0,13.2,0.34,2
0,0,46.2,5.6,39.2,1.6,0.7,1
1,0,66.5,1.8,37.3,1.8,1.42,0
2,4,61.9,0.7,24.8,23.7,2.43,0
0,0,53.4,9.0,40.2,0.6,0.56,2
1,0,69.7,1.6,37.1,2.3,1.38,0
0,0,61.4,6.8,37.6,8.1,0.08,1
0,0,59.8,0.6,37.1,7.1,0.2,1
1,0,60.7,0.4,37.3,0.9,1.5,1
1,0,78.8,3.3,35.8,14.5,1.1,1
2,5,56.8,1.6,23.8,13.9,1.64,0
1,0,74.4,6.3,37.1,14.5,1.27,0
0,0,56.6,0.1,38.6,0.2,0.15,1
0,0,51.6,8.3,37.1,9.1,0.46,2
1,0,85.4,11.2,35.6,1.8,0.41,2
0,0,53.1,2.5,36.9,2.3,0.27,0
1,0,67.8,0.0,36.5,4.6,0.98,0
0,0,45.8,0.2,36.3,8.4,0.47,1
0,0,47.0,1.0,36.3,2.7,0.05,2
2,6,42.6,2.3,22.6,10.0,3.26,0
2,2,62.6,12.6,33.2,34.3,2.54,1
1,0,66.6,3.3,37.7,10.7,2.05,1
2,2,59.8,0.6,28.9,34.3,0.94,0
2,2,38.0,7.4,29.9,14.4,3.04,0
2,1,67.7,3.1,33.5,13.8,0.45,1
1,0,76.4,7.2,36.1,2.2,0.99,1
0,0,57.0,0.6,37.3,3.7,0.15,0
1,0,72.9,1.8,36.2,0.8,0.94,0
0,0,57.0,6.6,37.9,3.3,0.28,1
1,0,56.2,13.5,36.8,9.1,1.59,2
2,4,64.2,8.9,26.7,5.2,2.24,0
2,3,67.7,16.1,30.4,20.6,1.41,1
0,0,49.5,2.0,37.0,7.6,0.08,1
2,4,64.6,17.3,27.6,26.0,2.23,1
2,5,55.4,3.3,20.0,10.6,3.39,1
2,5,73.6,4.8,24.2,12.3,2.67,1
0,0,54.9,4.3,38.0,9.9,0.18,1
2,4,68.2,2.4,24.7,32.3,3.49,1
0,0,46.7,3.6,39.1,4.2,0.36,1
2,6,46.5,1.4,20.6,16.2,1.44,0
0,0,49.1,0.9,35.6,2.7,0.82,1
0,0,43.6,1.6,38.3,3.4,0.26,1
2,1,72.3,5.0,36.3,21.7,0.9,1
0,0,54.7,0.2,38.3,7.5,0.18,1
2,2,51.5,10.1,32.0,7.2,1.98,0
1,0,60.4,0.5,38.4,6.6,0.9,1
0,0,47.2,2.1,37.9,5.5,0.34,1
2,5,74.7,12.1,21.9,28.5,0.92,1
2,1,69.6,1.6,32.8,19.3,0.05,1
0,0,47.8,1.4,35.3,1.3,0.08,2
2,4,60.3,4.2,27.2,20.6,2.04,0
2,1,67.6,5.0,32.6,5.6,1.88,0
0,0,53.6,0.5,35.5,0.6,0.27,1
1,0,76.4,2.5,38.6,5.8,1.41,1
2,6,82.0,15.1,20.7,31.2,1.84,1
1,0,70.1,4.6,36.6,1.3,0.85,0
0,0,55.4,3.6,37.7,2.0,0.38,0
2,4,52.2,26.2,21.1,26.7,2.9,2
2,5,55.7,3.2,24.1,8.6,2.69,0
2,5,37.0,6.2,23.8,7.7,2.8,0
2,2,59.8,12.5,36.0,10.8,2.07,2
0,0,65.4,1.5,35.4,9.7,0.56,2
2,5,49.1,2.6,26.3,21.4,1.9,1
2,6,41.9,11.1,16.5,8.0,2.02,1
0,0,52.0,0.0,38.3,5.9,0.57,0
2,1,68.8,8.8,33.0,33.3,2.93,1
1,0,66.5,3.8,38.1,11.7,0.99,1
1,0,66.0,3.7,39.0,12.0,1.04,2
1,0,70.6,5.5,36.8,10.0,0.84,0
2,6,57.3,3.5,21.5,29.6,2.78,0
2,4,56.8,2.3,22.2,27.2,1.5,1
1,0,73.3,1.1,37.8,13.6,1.09,1
1,0,65.2,9.8,34.8,2.9,1.21,2
1,0,64.3,6.2,36.6,6.3,1.04,0
0,0,42.6,0.7,36.9,4.9,0.43,1
1,0,60.5,0.2,37.6,2.2,0.58,1
0,0,42.4,1.1,36.9,8.6,0.39,1
1,0,78.9,14.8,35.6,13.1,0.94,2
1,0,75.5,2.7,36.8,8.7,0.77,0
0,0,47.7,3.9,37.9,3.8,0.33,1
1,0,65.2,3.7,37.4,0.9,0.81,0
1,0,78.1,1.8,38.4,9.0,0.85,1
0,0,51.2,1.7,38.4,4.6,0.35,1
1,0,72.9,2.3,37.0,5.2,1.32,0
2,3,58.0,3.0,27.4,22.1,1.99,0
0,0,57.5,0.1,35.5,7.5,0.77,1
0,0,40.0,2.5,35.8,2.9,0.37,2
2,3,40.8,13.6,29.3,22.0,3.32,0
2,2,52.5,6.6,31.3,33.5,1.84,0
0,0,49.5,1.4,37.0,5.6,0.4,0
2,6,53.3,1.8,26.0,13.8,3.0,2
2,2,37.3,17.6,28.3,35.0,1.28,1
1,0,69.6,1.8,37.9,4.3,0.05,2
2,5,67.7,15.3,23.6,34.2,2.63,1
1,0,80.8,4.5,35.9,7.1,0.43,1
0,0,44.6,1.4,37.2,4.6,0.41,1
0,0,45.6,1.4,37.0,3.6,0.37,1
1,0,77.5,4.6,38.5,3.1,1.14,1
1,0,66.1,0.2,34.7,7.3,0.55,2
2,5,45.6,7.5,21.2,8.1,1.87,1
1,0,79.4,0.6,37.0,0.4,1.15,1
2,6,56.1,11.0,24.9,18.9,0.46,1
2,3,62.8,0.5,26.3,21.0,2.5,0
0,0,46.0,0.3,37.9,5.6,0.54,1
2,5,45.6,5.5,29.4,23.6,3.33,2
1,0,71.0,19.4,37.2,1.3,1.22,2
0,0,49.6,2.2,39.2,0.7,0.52,1
2,2,56.5,4.5,33.0,14.9,1.53,1
2,2,87.4,0.9,27.9,23.4,2.69,1
0,0,61.0,2.4,38.4,4.9,0.09,1
2,5,28.6,5.0,25.8,8.8,1.52,2
2,3,32.6,0.1,28.8,10.7,2.63,2
2,6,55.1,6.0,21.4,21.3,0.74,1
1,0,66.3,0.9,35.7,3.4,0.28,1
1,0,65.3,7.8,39.2,4.3,0.84,2
0,0,44.3,1.0,36.1,2.2,0.33,1
2,6,70.4,4.2,22.8,12.6,2.34,1
1,0,64.5,2.6,37.7,2.9,1.07,1
1,0,72.8,1.6,36.6,13.9,1.17,0
1,0,74.0,3.1,36.7,11.3,1.13,0
2,1,35.8,5.7,29.5,32.9,1.63,1
2,2,64.7,26.2,27.4,24.6,2.18,2
1,0,70.9,3.0,35.1,8.3,0.71,1
0,0,59.1,3.0,38.4,9.3,0.44,1
2,1,61.0,4.4,31.1,19.6,2.16,0
1,0,73.1,7.0,34.8,12.7,1.06,2
2,4,53.0,4.5,27.7,21.2,3.64,0
1,0,77.0,2.9,34.8,10.7,1.32,2
2,1,64.6,0.6,29.2,17.4,0.67,1
0,0,50.2,3.1,37.2,5.7,0.67,0
2,6,54.6,2.3,22.8,26.9,0.58,1
1,0,73.9,1.5,36.2,14.9,0.85,0
1,0,66.9,6.7,36.4,13.2,0.79,0
1,0,68.8,1.8,37.3,12.5,0.97,0
1,0,73.4,0.5,39.2,8.3,1.09,2
1,0,68.2,1.7,36.6,14.3,1.14,0
2,2,63.8,5.7,27.3,31.6,1.31,1
